,listing_id,id,date,reviewer_name,comments
14604,6937576.0,279309513.0,2018-06-20,Tiziana,"L'alloggio è accogliente, molto pulito, tutto presente non mancava nulla. La terrazza da cui si vedono le montagne semplicemente adorabile"
14606,6937576.0,281984776.0,2018-06-26,Anton,"Очень уютная квартира с множеством домашних мелочей, красивой посудой и замечательной террассой. Хозяева очень подробно рассказали обо всем, что может понадобиться, встретили вовремя и помогли с парковкой. Очень душевно интересовались, не нужно ли что-то ещё. Все время было ощущение, что приехали в гости к родственникам. К тому же позаботились о завтраке. Очень тёплый и радушный приём! Квартира располагает всем необходимым и даже больше. Очень тихо. Мы прекрасно отдохнули. Жаль, что не было времени задержаться здесь подольше!"
14607,6937576.0,282831557.0,2018-06-28,Monica,"L'appartamento di Cinzia è davvero incredibile, si respira un'atmosfera di altri tempi e dalla posizione in mezzo alle montagne non si può che avere pace e serenità. Assolutamente consigliato anche per la gentilezza dell'host! "
14608,6937576.0,293395968.0,2018-07-20,Rafał,"Roberto und Cinzia haben uns ganz herzlich empfangen. Auf dem Tisch warteten auf uns verschiedene kleine Frühstücksleckereien. Die Wohnung ist viel größer als es anhand der Bilder scheint, Zimmer sind viel größer und verfügen über eindrucksvolle Stuckatur. Die Host stellen auch eine große Terrasse zur Verfügung wo man gemütlich mit einem Blick auf die Bergen frühstücken kann. Die Umgebung bedarf man nicht zu beschreiben, da Rovereto und das ganze Tal für sich sprichen :) "
14609,6937576.0,301423948.0,2018-08-04,Karin,"Mes parents, d'un âge avancé ont passé un excellent séjour à Borgo sacco, voici leur commentaire. ""Un grand merci à Cinzia et Roberto. Cet appartement a été pour nous un havre de paix : fraicheur, tranquilité, réveil au chant des oiseaux. Cinzia et Roberto ont été d'une grande gentillesse et bienveillance à notre égard."""
14610,6937576.0,305298883.0,2018-08-11,Judy,This is a beautiful spacious apartment with a huge terrace with lovely views. The hosts are wonderful people and very helpful in every way. Parking is readily available and a super market is just a 5 minute walk away. Borgo Sacco is quiet and charming and a perfect base to explore Lake Garda. We wholeheartedly recommend this listing and wish we could have stayed much longer!
14611,6937576.0,310820269.0,2018-08-20,Lorenzo,"L'appartamento di Roberto e Cinzia è esattamente come da loro descritto. Ci siamo sentiti come a casa. La comunicazione con gli host prima di arrivare è stata molto precisa e ci hanno fornito ogni indicazione utile. All'arrivo ci ha accolto Roberto in modo caloroso, lasciandoci anche qualcosa per la colazione e un pensierino. Durante la vacanza Roberto e Cinzia sono sempre disponibili per ogni necessità. L'appartamento è a 15 minuti a piedi circa dal centro di Rovereto e dalla stazione, ci sono varie possibilità di trovare parcheggio gratis nelle vicinanze. Insomma, io e la mia ragazza lo consigliamo caldamente, ci è dispiaciuto solo non aver conosciuto Cinzia, spero ci saranno altre occasioni in futuro."
14612,6937576.0,312886641.0,2018-08-24,Robert,"Big big thanks to Roberto & Cinzia that gave us an opportunity to get these emotions and experiences in this area. Roberto thank you for the insights that you gave about restaurants, companies of bike rent etc. Authentic and nice apartment - very close to historical places in Rovereto. Trento 20 min drive Garda lake 20-25 min drive 3 days are not enough to discover this area... probably we’ll come back one day:)))"
14613,6937576.0,313947460.0,2018-08-26,David,"La casa es un antiguo palacete y la decoración, aunque clásica, está llena de estilo y resulta un sitio muy acogedor. Mi chico y yo nos hemos encontrado como en casa porque había de todo lo necesario, todo estaba limpio y además él marido de Cinzia es un auténtico encanto y te ayuda en todo lo posible. Repetiremos sin dudarlo!"
14614,6937576.0,315201155.0,2018-08-28,Iryna,"Excellent apartment, very sorry that we were there only two days. There are no comments, everything is perfect. Location, view from the window, interiors, convenience. Roberto is very caring and always ready to help. I warmly recommend this place. Thank you, you made our stay special."
14615,6937576.0,315636148.0,2018-08-29,Jitka,"We did not expect much from this place, because we wanted some place where we could spent one night on our way home. But honestly Roberto’s place is beautiful building from 1700 and has a cool spirit. Everything was super clean and nice. Roberto is a great and nice host, he warmly showed us everything and gave us many useful tips for local restaurants - you coul definitely visit Planet Pizza - one of the beat pizza I have ever eaten. "
14616,6937576.0,317336237.0,2018-09-02,Antoinette,Tha appartement was very good! Cinzia en Roberto were goodhostes. Everything was ok And they had Nice tips!! You can walk in 20 min to the city center.
14617,6937576.0,319369386.0,2018-09-06,Martin,Ottimo rapporto qualità / prezzo.
14618,6937576.0,319646166.0,2018-09-07,Viktoria,Courteous and welcoming hosts. There is nothing to complain about.
14619,6937576.0,320764966.0,2018-09-09,Nicola,"Accoglienza impeccabile, appartamento spazioso e comodissimo, ben equipaggiato e con una vista stupenda."
14620,6937576.0,322509815.0,2018-09-13,Mariona,Tot perfecte!
14621,6937576.0,324477229.0,2018-09-17,Thomas,"Friendly host, beautiful apartment and a nice town, we would definitely stay there again - recommend"
14622,6937576.0,325539422.0,2018-09-20,Toni,Sehr herzlicher/freundlicher Gastgeber. Außerordentliche Venezianischer Schick bei ausgesprochener Hilfsbereitschaft
14623,6937576.0,327606283.0,2018-09-24,Karolina,A beautiful house in a perfect location ... wish we could’ve stayed longer...
14624,6937576.0,328041169.0,2018-09-25,Giulia,"Ottima accoglienza, bellissima casa! Grazie mille"
14625,6937576.0,328441220.0,2018-09-26,Erik,"Dear Roberto. It was a very fine welcome you gave us and the beautiful ""old"" apartment we were shown was absolute perfect. We enjoyed our stay and if we had not ordered a room for the next nights, we would have liked to stay some more time. Kind regards Lene & Erik Denmark"
14626,6937576.0,328750645.0,2018-09-27,Jacopo,"Very nice and rather spacious apartment. Very quiet. 20 minutes walk from the train station. Great ospitality, breakfast was also included. Really good value for the price"
14627,6937576.0,329266673.0,2018-09-28,Dana,We really enjoyed our stay here! They were so thoughtful in providing a baby bed for our baby and in letting us have a late checkout- which we really needed! Super clean and had everything we needed! Rustic Italian charm!
14628,6937576.0,330267078.0,2018-09-30,Sabine,"Die wohnung liegt sehr ruhig, ist sehr individuell eingerichtet, sauber, mit sonniger terasse. Cinzia und roberta sind ganz herzliche gastgeber."
14629,6937576.0,331724185.0,2018-10-03,Tim,"The appartment from Cinzia & Roberto was very nice in the outer district of Rovereto. We really enjoyed our stay and can recommend the flat for those, who want to have a more quiet place."
14630,6937576.0,332053250.0,2018-10-04,Hannah,One word! WOW! Hands down the best air B and B we have stayed in - easy to park - sparking clean house - and even breakfast provided. The bed is super comfy too! Cinzia and Roberto went above and beyond to welcome us - they were so friendly. And wifi! Would recommend! :)
14631,6937576.0,333264936.0,2018-10-07,Pierre,Abbiamo dormito una notte alla casa di Cinzia. L’apartamento è spazioso e pulito. L’accoglienza era perfetta e c’era anche degli attenzioni per la collazione :) On recommande 👍 Sofia & Pierre
14632,6937576.0,335169225.0,2018-10-11,Steve,"This is a very special place, quite unlike anything else we have stayed in. The 17cent. house with the original ceiling, the artwork. the balcony were amazing, Roberto's greeting and service were superb, and providing breakfast as well was very much appreciated. Very good value and we would have liked to stay longer."
14633,6937576.0,347922953.0,2018-11-12,Ilija,Beatiful and intime exepirinace. We use airbnb for some time but this is really grate value for money. Grate hospitality and coommunication from hosts. For us Roberto and Cinzia are literally embodiment of good airbnb spirit. High reccomendation!
14634,6937576.0,348578256.0,2018-11-14,Salvatore,location molto graziosa e cinzia e' stata una perfetta padrona di casa
14635,6937576.0,349108991.0,2018-11-16,Claudio,"Roberto mi ha gentilmente aspettato sulla porta al mio arrivo, dopo che avevamo concordato l'orario. Molto cortese e disponibile. L'appartamento è a mezz'ora a piedi dal Mart (ma ci sono dei bus, volendo) e circa quindici dalla stazione. Molto tranquillo e silenzioso. Arredamento un po' antico, ma tutto funzionante e molto pulito. Lieve sentore di fumo nell'aria. C'è tutto quanto serve a chi vuole soggiornare. La descrizione sul sito ed i commenti che ho letto corrispondono a quanto ho trovato. Essendo l'appartamento molto grande, il wifi non funziona ovunque (per es. non in camera da letto). Infine, un pensiero molto carino quello di lasciare qualcosa da mangiare per la prima mattina."
14636,6937576.0,351296115.0,2018-11-22,Flora,"We had a a very comfortable stay in the apartment of Cinzia and Roberto. The place is spacious and clean. It is located in a quiet area near the Adige, but not far from a supermarket, bars, and a pharmacy. The old house has a lot of atmosphere. We were able to cook a few meals and happily used some of the fruit that we found in the kitchen, beside many other things such as coffee, tea, salt, oil, merenda. Thanks Roberto!"
14637,6937576.0,352312299.0,2018-11-25,Clara,La casa di Cinzia è un luogo tranquillo ed accogliente nella prima periferia di Rovereto.
14638,6937576.0,352988429.0,2018-11-26,Martino,Host molto disponibile e simpatico. La casa ha tutto quello che serve e corrisponde alla descrizione fornita. Ci siamo trovati bene.
14644,6937576.0,353923753.0,2018-11-30,Anna,Cinzia and Roberto were incredible hosts! The apartment is so cozy and has everything you need! It’s in a very peaceful neighborhood and delicious gelato and pizza within 5 mins walking. We felt so at home and relaxed. Highly recommend!
14645,6937576.0,354801659.0,2018-12-02,Lisa,"Siamo stati da Cinzia e Roberto una notte. Due persone estremamente disponibili e gentili che ci hanno indicato cosa vedere e dove cenare. L’appartamento molto pulito, ordinato e con tutto ciò che può servire."
14646,6937576.0,357404566.0,2018-12-10,Luisa,Confortevole location con privacy totale ed accoglienza ottima. Ci siamo sentiti accolti e coccolati
14647,6937576.0,359048361.0,2018-12-16,Gabriele,"La casa è molto grande, fornita di tutto e situata in una zona estremamente tranquilla del centro storico. Cinzia e Roberto sono stati molto ospitali, lasciandoci la colazione e dandoci consigli su luoghi da visitare. Piccola nota negativa è il leggero odore di fumo che si sente in casa, ma a noi non ha dato fastidio. Grazie ancora dell’ospitalità!"
14648,6937576.0,359879117.0,2018-12-18,Arianna,"Bellissimo appartamento in un palazzo storico. Host disponibile, gentile e molto amichevole. Pulizia perfetta. Purtroppo il nostro soggiorno è stato molto breve essendo solo di passaggio ma ritorneremo per visitare Rovereto."
14649,6937576.0,368063227.0,2019-01-06,Andrea,"Great hosts. Nice, big and clean place to stay in a quiet neighborhood of a beautiful small town. Close to the river, 20 min walk from the center of the town, 15 minutes from the train station. I highly recommend"
14650,6937576.0,400887562.0,2019-01-13,Alo,"Nice and stylish place. Unfortunately spent there only one night, so I didn't get the full experience. Very friendly hosts!"
14651,6937576.0,402361674.0,2019-01-18,Stefano,"Tutto come da annuncio, molto silenzioso, ottima accoglienza, da specificare che l'odore di fumo potrebbe disturbare, come ha disturbato me. Ma ritengo che l'host possa facilmente provvedere in tal senso."
14652,6937576.0,402702790.0,2019-01-19,Daniele,"Nonostante il brevissimo soggiorno e l'orario di arrivo, siamo stati accolti calorosamente dal proprietario. Ci siamo trovati molto bene: la casa è molto grande e ha tutto ciò che serve."
14653,6937576.0,406387774.0,2019-01-29,Giorgio,"Abbiamo trovato il calore di una casa, l'accoglienza di una famiglia"
14654,6937576.0,407445501.0,2019-02-02,Fabian,The place is quite big and cozy! Cinzia and Roberto are one of the among the nicest Airbnb hosts I have met. They are available for help at any time. Highly recommended for a comfortable stay at a low price!
14655,6937576.0,409641297.0,2019-02-08,Alessandra,"Appartamento grande, pulito e tranquillo. Cinzia e Roberto sono sempre stati estremamente gentili e disponibili in tutto, facendomi trovare anche il necessario per la colazione. Roberto mi ha perfino offerto un passaggio in macchina dalla stazione fino a casa, visto che sono arrivata in città con il treno ed era una giornata piovosa. Consigliato!"
14656,6937576.0,411721966.0,2019-02-13,Marco,"Appartamento tipico del Trentino carinissimo, pulito e ordinato. Il gentilissimo Roberto mi ha fatto trovare tutto all’interno della casa, dalla colazione a confort vari ed è stata una persona disponibilissima. Esperienza da ripetere"
14657,6937576.0,413291509.0,2019-02-17,Daniela,"Da Cinzia e Roberto, Siamo stati molto bene, gentili e disponibili ci hanno accolto mettendoci a nostro agio , Appartamento molto pulito ! Lo consigliamo vivamente! Grazie!"
14658,6937576.0,419927573.0,2019-03-05,Barbara,"Alles top, immer gerne wieder"
14659,6937576.0,420605705.0,2019-03-07,Dennis,"The apartment of Cinzia and Roberto is very spacious and well equipped, and it is nicely and artistically decorated with paintings, posters etc. It is at a 20 minutes walk from the center of Rovereto (MART, Casa Futuristica Depero, other museums), in a quiet neighborhood. We were warmly received by Roberto, who also gave lots of information about the town, restaurants, etc. No problem of communication at all. Recommended!"
14660,6937576.0,421827189.0,2019-03-10,Natalino,"L'appartamento di Cinzia è molto accogliente, fornito di tutto anche in cucina. Abbiamo in sostanza trovato tutto ciò che era descritto dell'appartamento, oltre alla calorosa accoglienza di Cinzia; ci siamo trovati molto bene."
14661,6937576.0,424169080.0,2019-03-16,Magdi,"Ospitalità impeccabile, molto gentili! Ringrazio molto per la disponibilità e l'accoglienza! Un saluto a tutta la famiglia ."
14662,6937576.0,424837742.0,2019-03-17,Alessia,"Ci siamo trovati benissimo, ospitalità ineccepibile, fornito di tutto, anche lo stretto necessario per cucinare, sale, olio, miele, brioche ecc."
14663,6937576.0,426216097.0,2019-03-20,Karin,Sehr nette und hilfsbereite Gastgeber. Bekam sogar extra glutenfreie Kekse und Sojamilch :) sehr ruhiges Schlafzimmer mit Blick auf Garten und Vogelgesang. ❤❤
14664,6937576.0,427205569.0,2019-03-23,Lotta,Wir waren für einige Tage zum Klettern in Rovereto. Die Unterkunft und die Gastfreundschaft von Cinzia und Roberto waren großartig. Die Wohnung ist sehr geräumig und an unserem letzten Tag konnten wir sogar in der Sonne auf der Terrasse frühstücken. Alles in allem ein toller Aufenthalt!
14665,6937576.0,429202835.0,2019-03-27,Martin,"Easily a five-star experience - in every respect, from my first messages right up to the supreme kindness of Cinzia, Roberto and their son during my brief stay. The apartment, which is situated in a quiet, delightful residential district within an easy, 15 min walk of the town centre, is large, comfortable and very well equipped; even the terrace is supplied with its own beautiful view of the mountains around Rovereto. I could not have enjoyed my visit more."
14695,6937576.0,432499912.0,2019-04-04,Zhenya,"The apartment is big, beautiful and very comfortable, and the hosts are so nice! They were very kind to meet me at the train station and gave me tips around the town. Highly recommend!"
14696,6937576.0,433890296.0,2019-04-07,Senya,"If you are going to visit Rovereto, then take the Cintia'a place -- if it is available! -- and do not look for anything else. I will do this on my next trip. Gorgeous place, amazing ceiling, beautiful furniture, extremely calm area."
14697,6937576.0,438736374.0,2019-04-17,Anna,"Great place, good location, nice touches and Cinzia was lovely, thanks for having us!!"
14698,6937576.0,440853775.0,2019-04-21,Valerie,Just amazing! Cinzia & Roberto are very hospitable and kind people. Our stay was great because of them.
14699,6937576.0,441875430.0,2019-04-22,Maurizio,"Casa spaziosa e dotata di tutti i comfort, con un po di fortuna si trova anche il parcheggio davanti la porta altrimenti basta fare 300 metri, comunicazione immediata, tutto perfetto."
14700,6937576.0,443196062.0,2019-04-25,Edgars,Amazing apartment and host.
14701,6937576.0,451111510.0,2019-05-11,Calvert,Great experience. They let us check-in early and even offered to drop us off for our train. No complaints at all.
14702,6937576.0,452489477.0,2019-05-13,Niko,"Ältere , geraumige und sehr saubere Wouhnung.Alles was man braucht ist da.Nette und hilfsbereite (Website hidden by Airbnb) ist zu empfellen da zu übernachten.Danke"
14703,6937576.0,453533246.0,2019-05-16,Tommaso,Un alloggio molto tranquillo in una zona di Rovereto molto graziosa. Una disponibilità e cortesia davvero preziosa
14704,6937576.0,454981534.0,2019-05-19,Laura,"Alloggio gradevolissimo, posizione perfetta. Molto pulito, host molto accoglienti e gentili."
14705,6937576.0,456671446.0,2019-05-22,Kamil,"Very nice place with 6 star hotel view, Roberto give you Tips where to eat best things like ice creams , pizza etc. 💕"
14710,6937576.0,458617863.0,2019-05-26,Heikki,"It's a very nice easygoing place in Rovereto. They helped us out with everything that we needed, for example places to eat, umbrellas, iron, etc. We would really recommend people to go there!"
14711,6937576.0,459238841.0,2019-05-27,Maristella,"Comfort, canto di uccelli, giardino bellissimo, atmosfera rilassante."
14722,6937576.0,461184140.0,2019-05-31,Sergei,"Это квартира оказалась поразительной. Она расположена в старинном доме, с красивой парадной, террасой с видом на Альпы и с выходом в очень милый двор. Квартира огромная (нам были доступны одна спальня, кухня и ванная комната) и винтажная: мраморный пол, лепнина на потолке, старые семейные фотографии, рисунки. Находясь в этой квартире, воля не волей пытаешься представить, как была раньше устроена жизнь и какие люди здесь жили :) Хозяева были очень приветливы и радушны. Они дали нам возможность припарковать машину во дворе и мы могли не переживать за ее безопасность, это был очень приятный бонус! Спальня была уютной, чистой и тихой. А еще хозяйка посоветовала попробовать мороженное в кафе недалеко от дома (Zenzero), и это оказалось самое вкусное мороженное в нашей жизни (и пока что самое вкусное в Италии, из того что мы успели попробовать ;))"
14723,6937576.0,462793804.0,2019-06-02,Mirko,"Accoglienza cortese, informazioni utilissime come anche i consigli dati per migliorare il nostro soggiorno. Contesto molto bello. Ottima colazione e connessione Wi-Fi."
14724,6937576.0,463370047.0,2019-06-03,Philip,"Roberto was a warm, friendly and very helpful host. The apartment is a beautiful classical design with courtyard. We would definitely stay there again on a future trip."
14725,6937576.0,463951101.0,2019-06-04,Helen,"Roberto is truly superhost! The house is big and authentic. The room is light and quiet, with garden view. The kitchen is fully equipped for cooking. Sparkling clean, nice and comfortable. We enjoyed our stay, and would come back!"
14726,6937576.0,465200982.0,2019-06-07,Heidi,We had a super pleasant stay and felt immediately at home. Thank you!
14727,6937576.0,466447966.0,2019-06-09,Raed,"The apartment is very spacious with a nice terrace. The welcome was very warm Breakfast, drinks Roberto and his wife gave us their parking space. They took the time to recommend a good place to eat pizza and ice cream and some places near Rovereto. We are really moved by the kindness of roberto and his wife. We recommend Roberto, his wife and their house."
14728,6937576.0,467248387.0,2019-06-10,Tommaso,"Ottimo alloggio, accoglienza perfetta (anzi, più che perfetta, nonostante ci fosse la fiera di paese Roberto è riuscito comunque a farci parcheggiare praticamente sotto casa, cosa assai comoda per noi), qualche piccolo tocco in più (come un paio di yogurt e dei biscotti per colazione, graditissimi) che ci hanno fatto apprezzare al meglio il soggiorno! grazie mille"
14729,6937576.0,469230323.0,2019-06-14,Falak,Had a great experience staying here the location was amazing . Host was great and overall apartment was fantastic! Will definitely be staying here again.
14730,6937576.0,471806644.0,2019-06-18,Dario,"Thank you very much for the stay. Everything is just too much, great location, great house with all the facilities, the patio for a late dinner, very quiet. I already want to go back. Roberto is so friendly, he even gave a little gift to my wife. Superb stay."
14731,6937576.0,473239310.0,2019-06-21,Bela,"Best airbnb experience so far. Roberto is very friendly, he met us at the station, showed us around and gave many tips. Apartment is in a very beautiful location is near mountains, very spacious and calm. We had some cookies and fruits as a present! The kitchen is amazing and coffee is delicious. Highly recommended!!"
14732,6937576.0,473719639.0,2019-06-22,Sara,Abbiamo passato solo una notte nell’appartamento di Cinzia e siamo stati accolti molto cordialmente. La descrizione rispetta fedelmente la realtà. Siamo stati molto bene!
14733,6937576.0,474332835.0,2019-06-23,Cristian,"Appartamento spaziosissimo, pulito, host disponibilissimo e cordiale!!!"
14734,6937576.0,476879682.0,2019-06-27,Ralf,"This is a very good spot to stay for a few days in northern Italy... Short way to Gardasee,Verona and even Venice if you like... Try traveling per Train to your citytrips, its an advernture... But feel free to book with Cinzia, you wont make anything wrong! Mille Grazie!!!"
14735,6937576.0,488651547.0,2019-07-15,Malika,"Roberto was super. We were warmly welcomed in a very cozy and spacious apartment. The artistic touch in the apartment makes the whole place charming, without forgetting the great view on the mountains from the terrace."
14736,6937576.0,489628160.0,2019-07-17,Nicolas,"Accueil, conseil, rigueur, propreté tout à été parfait, et l hote est hyper amical ! Grazie mille !"
14737,6937576.0,490147629.0,2019-07-18,Daniela,Séjour parfait. On a même eu le droit au petit déjeuner. Hôte très accueillante qui nous a conseillé un excellent restaurant. Je recommande vivement.
14738,6937576.0,491504401.0,2019-07-20,Rudy,"Cinzia en Roberto are amazingly kind, Roberto gave us local tips and even picked us op from the station! The apartment is amazing with great facilities. Would definitely recommend!"
14739,6937576.0,492331008.0,2019-07-21,Stephanie,Our stay was amazing! The house is beautiful and sparkling clean. Located in the adorable town of Rovereto - stunning in its own right. Great location to explore the town and neighbouring lake Garda. The house was easy to find and free parking nearby. Cinzia and Roberto were lovely. Check in was easy and they were helpful and easily contactable for any issues. Only wish our stay was longer!
14740,6937576.0,494512804.0,2019-07-24,Jess,"While we only stayed one night in Rovereto, Roberto was the kindest and most generous host I have ever met! He really went above and beyond - driving us to and from the station, supplying snacks, giving local tips and directions and just been an all-round lovely person. The house is so beautiful and classically furnished, which made it such an authentic stay. We stayed in rovereto to visit lake Garda (about 30 mins by bus) and had a great time. Would thoroughly recommend staying in Roberto and Cinzias house :)"
14752,6937576.0,496186191.0,2019-07-27,Tancredi,"Io, mia moglie e i nostri due bambini siamo stati solo una notte, però ci siamo trovati molto bene. La casa si trova in pieno centro a due passi da una piazza che affaccia su una pista ciclabile che costeggia il fiume. Ideale per famiglie. Unico inconveniente l'acqua calda che non ha funzionato, ma sono stati gentilissimi a cercare di risolvere il problema. Consigliato."
14753,6937576.0,499947523.0,2019-08-01,Ronald,"Lovely house in nice neighbourhood. For us,good parking for our motorbike. Good restaurant, ice cream parlour on walking distance. Very nice and tasty old Italian house. Go see it!"
14754,6937576.0,501807391.0,2019-08-04,Davide,"Molto simpatici e ospitali, consiglio."
14755,6937576.0,502874841.0,2019-08-05,Youssef,Cinzia era disponibile bella ospitalità il tutto era meglio di come me l aspettavo grazie a tecinzia e a tuo marito.
14756,6937576.0,508175532.0,2019-08-12,Alex,Casa spaziosa. Host gentilissimi. Posizione strategica per raggiungere laghi e mete interessanti.
14757,6937576.0,509257325.0,2019-08-14,Fabiana,"Roberto, troppo gentile e disponibile su qualsiasi cosa. Non ho avuto difficoltà grazie alle sue dritte.Casa vissuta ma elegante, sembra avere una storia da raccontare, dotata di ogni comodità. Tutta pulita, con ogni cosa al suo posto . Riservata e silenziosa. Anche il terrazzino molto carino per un po' di relax all'aperto :-)"
14758,6937576.0,509993684.0,2019-08-15,Oliver,"A big apartment in a quiet bit of town with a fantastic terrace to eat out on! The kitchen is well equipped and looked after, would recommend for a break in Rovereto"
14759,6937576.0,515689508.0,2019-08-23,Maura,Tanta accoglienza e un terrazzo speciale!
14760,6937576.0,517050508.0,2019-08-25,Lea,Very nice hosts and beautiful apartment! I can only recommend it!
14761,6937576.0,520960551.0,2019-08-31,Gloria,"Tanta ospitalità, disponibilità ed allegria. ROBERTO è un super host!! Simpatico e sempre disponibile."
14762,6937576.0,522572196.0,2019-09-02,Иван,"Если хотите прочувствовать Италию, приезжайте в старенький город Роверето к Cinzia. Квартира в традиционном стиле со своей историей. Тихий район с выходом на набережную. Рядом находится великолепная gilateria."
14763,6937576.0,523242981.0,2019-09-03,Meike,"Eine sehr schöne, saubere und ruhige Unterkunft. Wir wurden sehr herzlich von Roberto empfangen."
14764,6937576.0,526013427.0,2019-09-08,Jakub,I recommend this place
14765,6937576.0,527176679.0,2019-09-10,Gloria,Bravi Cinzia e Roberto. Ineccepibile ospitalità. Mi sono sentita a casa
14770,6937576.0,527539483.0,2019-09-11,Roberta,"Posto ottimo, accoglienza perfetta, pulizia impeccabile"
14772,6937576.0,532679781.0,2019-09-20,Gaia,Proprietari ospitali e cordiali! Grazie e a presto!
14773,6937576.0,534758427.0,2019-09-23,Suzie,"Appartement spacieux, déco typique, accueil super, petit déjeuner offert, lieu tranquille."
14774,6937576.0,536623801.0,2019-09-27,Gabriele,"Inserito un un borgo molto carino e tranquillo di Rovereto. La casa è d'epoca come molte di quelle che la circondano e permette di vivere il borgo come esserne residenti. Molto vicino c'è anche un bar molto carino, un market per arrangiarsi con la spesa e una pizzeria d'asporto. Tutto a misura d'uomo."
14775,6937576.0,538932097.0,2019-09-30,Мария,Roberto met us when we arrived and showed around which we greatly appreciate. The place is nice and has everything you need for a comfortable stay.
14776,6937576.0,551390528.0,2019-10-20,Danilo,Excelente
14777,6937576.0,554912248.0,2019-10-27,Chris,"The place is excellent and a really good size. The small touches like breakfast and basic foods was really helpful, as well as collecting me from the station. I cant recommend this place enough"
14778,6937576.0,558069271.0,2019-11-02,Daniele,"gentilezza, puntualità nel rispondere e pulizia impeccabile. Consigliatissimo."
14779,6937576.0,558757746.0,2019-11-03,Matteo,"Purtroppo abbiamo soggiornato solo per una notte, ma l’esperienza è stata più che positiva. La casa è accogliente e spaziosa, tutto in ordine e pulito al nostro arrivo. Cinzia e Roberto sono stati molto cordiali e amichevoli! Se capiterà di tornare a Rovereto li contatteremo sicuramente."
14780,6937576.0,568290338.0,2019-11-24,Aurora,Abbiamo soggiornato da Roberto e Cinzia per due notti e ci siamo trovate molto bene. L'appartamento è situato in un ben palazzo d'epoca. Ampi spazi. Silenziosissimo. Comodità di parcheggio nelle vicinanze. Roberto ti fa sentire a casa ed è molto disponibile per ogni necessità. Ci ha fatto trovare anche frutta per uno snack all'arrivo e tutto quanto occorre per una buona colazione (molto graditi!). Consigliatissimo! Ci auguriamo di ritornare in primavera-estate.
14781,6937576.0,568946163.0,2019-11-25,Hannah,"Roberto and Cinzia were the kindest most hospitable hosts. The apartment is rustic, very comfortable and has many wonderful touches."
14782,6937576.0,572619427.0,2019-12-03,Eleonora,"Siamo stati benissimo. Roberto e Cinzia sono molto amichevoli e sempre pronti ad aiutare, se necessario. L'appartamento è molto spazioso, pulito ed accogliente. Ben posizionato per visitare Rovereto e le bellezze che la zona ha da offrire. Grazie!"
14783,6937576.0,586708923.0,2020-01-02,Sara,"Cinzia e Roberto ci hanno accolto molto calorosamente e sono stati sempre disponibili e raggiungibili. Roberto è persino venuto a prenderci in auto alla stazione di Rovereto. La casa è molto spaziosa, pulita, elegante e fornita di tutto il necessario. La posizione è ottima in quanto è poco distante dal centro a piedi (15 minuti circa) e in una zona tranquilla a due passi dal fiume. Super consigliato!"
14784,6937576.0,589510198.0,2020-01-06,Davide,"La casa ha tutto quello che serve e abbiamo apprezzato veramente tanto la gentilezza, la disponibilità e la competenza nel consigliare per qualsiasi necessità da parte di Roberto e Cinzia. Consigliato anche per la posizione in una zona caratteristica, a pochi minuti in macchina dal centro."
14786,6937576.0,597822833.0,2020-01-26,Zsuzsanna,"Cinzia and Roberto were very kind, everything went smoothly with the reservation and arrival. The flat was super clean and really nice, I would definetely come back. It was also great that we got breakfast for even a one-night stay."
14787,6937576.0,599889292.0,2020-01-31,Micaela,"mi sono trovata benissimo...l’appartamento è molto bello,spazioso,dotato di ogni comfort e molto pulito. Il signor Roberto é stato gentilissimo e molto disponibile...mi ha fatto trovare anche tutto il necessario per gli snack...posizione perfetta,molto silenzioso.mi auguro di poterci tornare presto."
14788,6937576.0,601278849.0,2020-02-03,Luigi,gentilezza e cordialità
14789,6937576.0,603467218.0,2020-02-09,Roger,Appartamento enorme. Accoglienza spettacolare.
14790,6937576.0,606449635.0,2020-02-16,Dmytro,"La migliore soluzione per soggiornare a Rovereto. Posizione strategica e accoglienza ottima. È praticamente un ulteriore museo a Rovereto, da cui presumo il nome ""non solo MART""."
14791,6937576.0,609058460.0,2020-02-22,Irene,"Io e la mia amica raccomandiamo moltissimo questo airbnb. Siamo rimaste solo una notte ma Roberto è stato veramente molto gentile aiutandoci persino con gli spostamenti. La casa è grande, pulita, molto comoda per raggiungere il centro (sia in macchina che a piedi) e fornita di tutto il necessario. Abbiamo apprezzato soprattutto la disponibilità dei proprietari! torneremo sicuramente"
14792,6937576.0,615478039.0,2020-03-08,Roger,Ospitalità e pulizia ineccepibile.
14793,6937576.0,634837794.0,2020-07-05,Elisabetta,"Ottimo alloggio, posizione comoda, Roberto e Cinzia molto cortesi e disponibili! Ottimo soprattutto per gli animali domestici, casa grande e dotata di giardino privato!"
14794,6937576.0,637173399.0,2020-07-12,Stefano,"Comunicazione rapida e ineccepibile, grande comodità per la posizione, gentilezza e tanta tranquillità. Lo consiglio vivamente"
14795,6937576.0,638622825.0,2020-07-16,Julie,"We only stayed one night, but the apartment was lovely. Roberto was a great host and gave us fantastic recommendations. Bed was a bit firm, but besides that it was great!"
