WeekStartingSat,Location,Total,AvgPriceItemSold,Type_Drink,Type_Food,Category_Carbonated,Category_Non Carbonated,Category_Salty,Category_Sweet,Category_Water,HealthyMarketing_False,HealthyMarketing_True,Payment_Cash,Payment_Credit,DayOfWeek_Sat,DayOfWeek_Sun,DayOfWeek_Mon,DayOfWeek_Tue,DayOfWeek_Wed,DayOfWeek_Thu,DayOfWeek_Fri
5/7/22,Library,165.5,1.902298851,0.313953488,0.686046512,0.046511628,0.162790698,0.430232558,0.255813953,0.104651163,0.430232558,0.569767442,0.569767442,0.430232558,0.081395349,0.151162791,0.279069767,0.162790698,0.139534884,0.127906977,0.058139535
5/14/22,Library,77.75,1.690217391,0.311111111,0.688888889,0.066666667,0.066666667,0.577777778,0.111111111,0.177777778,0.288888889,0.711111111,0.466666667,0.533333333,0.022222222,0.355555556,0.177777778,0.155555556,0,0.111111111,0.177777778
5/21/22,Library,154.5,2.006493506,0.434210526,0.565789474,0.052631579,0.236842105,0.394736842,0.171052632,0.144736842,0.368421053,0.631578947,0.539473684,0.460526316,0.039473684,0.131578947,0.184210526,0.328947368,0,0.197368421,0.118421053
5/28/22,Library,133.75,1.938405797,0.411764706,0.588235294,0.147058824,0.176470588,0.367647059,0.220588235,0.088235294,0.294117647,0.705882353,0.632352941,0.367647059,0.235294118,0,0,0.205882353,0.294117647,0.176470588,0.088235294
6/4/22,Library,152.75,1.818452381,0.404761905,0.595238095,0.107142857,0.154761905,0.369047619,0.226190476,0.142857143,0.333333333,0.666666667,0.535714286,0.464285714,0.214285714,0.154761905,0.119047619,0.214285714,0.19047619,0.035714286,0.071428571
6/11/22,Library,157,1.784090909,0.306818182,0.693181818,0.068181818,0.125,0.5,0.193181818,0.113636364,0.556818182,0.443181818,0.545454545,0.454545455,0.022727273,0.079545455,0.238636364,0.181818182,0.25,0.181818182,0.045454545
6/18/22,Library,121.25,2.127192982,0.339285714,0.660714286,0.107142857,0.232142857,0.5,0.160714286,0,0.589285714,0.410714286,0.553571429,0.446428571,0.035714286,0.107142857,0.25,0.107142857,0.303571429,0.089285714,0.107142857
6/25/22,Library,219.75,1.962053571,0.401785714,0.598214286,0.098214286,0.214285714,0.419642857,0.178571429,0.089285714,0.455357143,0.544642857,0.571428571,0.428571429,0.133928571,0.071428571,0.160714286,0.178571429,0.178571429,0.1875,0.089285714
7/2/22,Library,110.5,1.81147541,0.31147541,0.68852459,0.163934426,0.114754098,0.491803279,0.196721311,0.032786885,0.37704918,0.62295082,0.409836066,0.590163934,0.131147541,0,0,0.131147541,0.278688525,0.229508197,0.229508197
7/9/22,Library,193.25,1.952020202,0.428571429,0.571428571,0.142857143,0.193877551,0.37755102,0.193877551,0.091836735,0.255102041,0.744897959,0.602040816,0.397959184,0.051020408,0.071428571,0.183673469,0.112244898,0.214285714,0.316326531,0.051020408
7/16/22,Library,231.25,1.976495726,0.474137931,0.525862069,0.155172414,0.232758621,0.370689655,0.155172414,0.086206897,0.336206897,0.663793103,0.663793103,0.336206897,0.077586207,0.017241379,0.094827586,0.189655172,0.120689655,0.25862069,0.24137931
7/23/22,Library,155,2.012987013,0.447368421,0.552631579,0.210526316,0.236842105,0.368421053,0.184210526,0,0.394736842,0.605263158,0.421052632,0.578947368,0.197368421,0.144736842,0.210526316,0.157894737,0.144736842,0.105263158,0.039473684
7/30/22,Library,120,2.181818182,0.490909091,0.509090909,0.218181818,0.272727273,0.4,0.109090909,0,0.345454545,0.654545455,0.436363636,0.563636364,0.036363636,0.090909091,0.145454545,0.181818182,0.181818182,0.181818182,0.181818182
8/6/22,Library,146.75,2.405737705,0.491803279,0.508196721,0.081967213,0.409836066,0.393442623,0.114754098,0,0.360655738,0.639344262,0.655737705,0.344262295,0.06557377,0,0.114754098,0.180327869,0.163934426,0.196721311,0.278688525
8/13/22,Library,198.75,2.114361702,0.301075269,0.698924731,0.107526882,0.193548387,0.52688172,0.172043011,0,0.365591398,0.634408602,0.591397849,0.408602151,0.086021505,0,0.182795699,0.258064516,0.172043011,0.182795699,0.11827957
8/20/22,Library,148,2.276923077,0.461538462,0.538461538,0.169230769,0.292307692,0.415384615,0.123076923,0,0.415384615,0.584615385,0.507692308,0.492307692,0.046153846,0,0.184615385,0.015384615,0.369230769,0.276923077,0.107692308
8/27/22,Library,200.25,2.25,0.333333333,0.666666667,0.137931034,0.195402299,0.264367816,0.402298851,0,0.252873563,0.747126437,0.482758621,0.517241379,0.149425287,0,0.252873563,0.16091954,0.206896552,0.126436782,0.103448276
9/3/22,Library,114.75,2.295,0.24,0.76,0.12,0.12,0.5,0.26,0,0.44,0.56,0.68,0.32,0,0,0,0.1,0.26,0.48,0.16
9/10/22,Library,138.5,2.130769231,0.369230769,0.630769231,0.215384615,0.153846154,0.476923077,0.153846154,0,0.369230769,0.630769231,0.492307692,0.507692308,0.246153846,0.076923077,0.215384615,0.169230769,0.092307692,0.061538462,0.138461538
9/17/22,Library,214,2.229166667,0.336842105,0.663157895,0.126315789,0.126315789,0.442105263,0.221052632,0.084210526,0.294736842,0.705263158,0.557894737,0.442105263,0.147368421,0.042105263,0.168421053,0.157894737,0.147368421,0.252631579,0.084210526
9/24/22,Library,196.5,2.284883721,0.402439024,0.597560976,0.146341463,0.231707317,0.365853659,0.231707317,0.024390244,0.304878049,0.695121951,0.390243902,0.609756098,0.12195122,0.085365854,0.097560976,0.195121951,0.12195122,0.146341463,0.231707317
10/1/22,Library,186,2.447368421,0.471428571,0.528571429,0.185714286,0.214285714,0.271428571,0.257142857,0.071428571,0.414285714,0.585714286,0.185714286,0.814285714,0.128571429,0.042857143,0.157142857,0.242857143,0.185714286,0.1,0.142857143
10/8/22,Library,197.75,2.173076923,0.322222222,0.677777778,0.088888889,0.155555556,0.6,0.077777778,0.077777778,0.433333333,0.566666667,0.466666667,0.533333333,0.155555556,0.022222222,0.133333333,0.211111111,0.166666667,0.133333333,0.177777778
10/15/22,Library,144.25,2.152985075,0.378787879,0.621212121,0.075757576,0.181818182,0.439393939,0.181818182,0.121212121,0.333333333,0.666666667,0.439393939,0.560606061,0.075757576,0.196969697,0.090909091,0.196969697,0.166666667,0.166666667,0.106060606
10/22/22,Library,206.5,2.196808511,0.301075269,0.698924731,0.11827957,0.150537634,0.47311828,0.225806452,0.032258065,0.419354839,0.580645161,0.548387097,0.451612903,0.086021505,0.129032258,0.193548387,0.290322581,0.107526882,0.139784946,0.053763441
10/29/22,Library,117.5,2.061403509,0.327272727,0.672727273,0.072727273,0.145454545,0.472727273,0.2,0.109090909,0.472727273,0.527272727,0.618181818,0.381818182,0.236363636,0.090909091,0.054545455,0.163636364,0.145454545,0.181818182,0.127272727
11/5/22,Library,161,2.037974684,0.355263158,0.644736842,0.105263158,0.144736842,0.460526316,0.184210526,0.105263158,0.342105263,0.657894737,0.421052632,0.578947368,0.078947368,0.157894737,0.25,0.210526316,0.184210526,0.105263158,0.013157895
11/12/22,Library,201.75,2.373529412,0.282352941,0.717647059,0.117647059,0.152941176,0.411764706,0.305882353,0.011764706,0.258823529,0.741176471,0.329411765,0.670588235,0.164705882,0.070588235,0.105882353,0.270588235,0.105882353,0.105882353,0.176470588
11/19/22,Library,120.5,2.042372881,0.431034483,0.568965517,0.120689655,0.155172414,0.396551724,0.172413793,0.155172414,0.293103448,0.706896552,0.551724138,0.448275862,0.155172414,0.172413793,0.379310345,0.189655172,0.103448276,0,0
11/26/22,Library,126.25,2.104166667,0.310344828,0.689655172,0.120689655,0.068965517,0.379310345,0.310344828,0.120689655,0.293103448,0.706896552,0.482758621,0.517241379,0.017241379,0.086206897,0.051724138,0.103448276,0.103448276,0.431034483,0.206896552
12/3/22,Library,137.5,1.936619718,0.352941176,0.647058824,0.176470588,0.073529412,0.5,0.147058824,0.102941176,0.411764706,0.588235294,0.397058824,0.602941176,0.117647059,0.132352941,0.088235294,0.308823529,0.102941176,0.176470588,0.073529412
12/10/22,Library,119.75,2.100877193,0.368421053,0.631578947,0.052631579,0.210526316,0.368421053,0.263157895,0.105263158,0.421052632,0.578947368,0.385964912,0.614035088,0.122807018,0.01754386,0.192982456,0.280701754,0.105263158,0.122807018,0.157894737
12/17/22,Library,144.5,2.094202899,0.343283582,0.656716418,0.149253731,0.119402985,0.507462687,0.149253731,0.074626866,0.552238806,0.447761194,0.358208955,0.641791045,0.074626866,0.029850746,0.149253731,0.23880597,0.059701493,0.402985075,0.044776119
12/24/22,Library,118.25,2.231132075,0.509433962,0.490566038,0.20754717,0.188679245,0.226415094,0.264150943,0.113207547,0.226415094,0.773584906,0.547169811,0.452830189,0,0,0,0.301886792,0.245283019,0.188679245,0.264150943
12/31/22,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
1/7/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
1/14/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
1/21/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
1/28/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
2/4/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
2/11/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
2/18/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
2/25/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
3/4/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
3/11/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
3/18/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
3/25/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
4/1/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
4/8/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
4/15/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
4/22/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
4/29/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
5/6/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
5/13/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
5/20/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
5/27/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
6/3/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
6/10/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
6/17/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
6/24/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
7/1/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
7/8/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
7/15/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
7/22/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
7/29/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
8/5/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
8/12/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
8/19/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
8/26/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
9/2/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
9/9/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
9/16/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
9/23/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
9/30/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
10/7/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
10/14/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
10/21/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
10/28/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
11/4/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
11/11/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
11/18/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
11/25/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
12/2/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
12/9/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
12/16/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
12/23/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
12/30/23,Library,,2.044618871,0.382340049,0.617659951,0.13388721,0.174926396,0.41045142,0.211216374,0.0695186,0.363255783,0.636744217,0.515238948,0.484761052,0.102359935,0.075969713,0.155254809,0.188386245,0.175578677,0.180582859,0.121867761
1/1/22,Mall 1,23,2.555555556,0.666666667,0.333333333,0.666666667,0,0.333333333,0,0,0.555555556,0.444444444,0.111111111,0.888888889,0.555555556,0,0.111111111,0.111111111,0.111111111,0.111111111,0
1/8/22,Mall 1,25.75,1.980769231,0.538461538,0.461538462,0.153846154,0.384615385,0.307692308,0.153846154,0,0.076923077,0.923076923,0.615384615,0.384615385,0.384615385,0,0.153846154,0.076923077,0.230769231,0,0.153846154
1/15/22,Mall 1,33,2.0625,0.6875,0.3125,0.5,0.125,0.1875,0.1875,0,0.5,0.5,0.75,0.25,0.25,0.1875,0.1875,0.0625,0.125,0.0625,0.125
1/22/22,Mall 1,41.5,1.804347826,0.631578947,0.368421053,0.157894737,0.157894737,0.263157895,0.157894737,0.263157895,0.263157895,0.736842105,0.368421053,0.631578947,0.368421053,0.157894737,0.210526316,0.052631579,0.052631579,0.052631579,0.105263158
1/29/22,Mall 1,31.5,1.96875,0.8125,0.1875,0.25,0.1875,0.1875,0,0.375,0.1875,0.8125,0.375,0.625,0,0.375,0.25,0.125,0.125,0.0625,0.0625
2/5/22,Mall 1,51.75,2.07,0.72,0.28,0.32,0.28,0.12,0.28,0,0.36,0.64,0.84,0.16,0.32,0.16,0.16,0.2,0.04,0.04,0.08
2/12/22,Mall 1,36.75,2.45,0.642857143,0.357142857,0.285714286,0.357142857,0.142857143,0.214285714,0,0.285714286,0.714285714,0.571428571,0.428571429,0.142857143,0.428571429,0,0.142857143,0.071428571,0.071428571,0.142857143
2/19/22,Mall 1,44.75,2.130952381,0.380952381,0.619047619,0.333333333,0.047619048,0.571428571,0.047619048,0,0.761904762,0.238095238,0.714285714,0.285714286,0.285714286,0.238095238,0.19047619,0.238095238,0,0,0.047619048
2/26/22,Mall 1,11.5,2.875,1,0,0.25,0.25,0,0,0.5,0.25,0.75,0.25,0.75,0.5,0,0.25,0.25,0,0,0
3/5/22,Mall 1,5.5,1.833333333,0.333333333,0.666666667,0.333333333,0,0.333333333,0.333333333,0,0,1,0.333333333,0.666666667,0,0,0,0.333333333,0,0,0.666666667
3/12/22,Mall 1,33.5,1.970588235,0.352941176,0.647058824,0.176470588,0.117647059,0.352941176,0.294117647,0.058823529,0.529411765,0.470588235,0.470588235,0.529411765,0.176470588,0.294117647,0.058823529,0.058823529,0.117647059,0.058823529,0.235294118
3/19/22,Mall 1,36,2,0.611111111,0.388888889,0.277777778,0.111111111,0.166666667,0.222222222,0.222222222,0.277777778,0.722222222,0.277777778,0.722222222,0.444444444,0.111111111,0.166666667,0.055555556,0.055555556,0.111111111,0.055555556
3/26/22,Mall 1,28,2.8,0.8,0.2,0.2,0.6,0.2,0,0,0.1,0.9,0.7,0.3,0.1,0.1,0,0.1,0.3,0,0.4
4/2/22,Mall 1,21,2.333333333,0.666666667,0.333333333,0.111111111,0.333333333,0.222222222,0.111111111,0.222222222,0.333333333,0.666666667,0.444444444,0.555555556,0.444444444,0.222222222,0.111111111,0,0,0,0.222222222
4/9/22,Mall 1,42.25,1.920454545,0.454545455,0.545454545,0.409090909,0.045454545,0.363636364,0.181818182,0,0.363636364,0.636363636,0.818181818,0.181818182,0.181818182,0.045454545,0.045454545,0.318181818,0.272727273,0.045454545,0.090909091
4/16/22,Mall 1,31,1.9375,0.4375,0.5625,0.25,0.1875,0.375,0.1875,0,0.25,0.75,0.5,0.5,0.25,0,0.1875,0.0625,0.1875,0.1875,0.125
4/23/22,Mall 1,18.75,2.34375,0.75,0.25,0.375,0.25,0.125,0.125,0.125,0.25,0.75,0.625,0.375,0.25,0.125,0,0.125,0.25,0,0.25
4/30/22,Mall 1,33.5,2.392857143,0.571428571,0.428571429,0.285714286,0.214285714,0.214285714,0.214285714,0.071428571,0.357142857,0.642857143,0.714285714,0.285714286,0.285714286,0.142857143,0.214285714,0.071428571,0.142857143,0,0.142857143
5/7/22,Mall 1,43.25,1.965909091,0.5,0.5,0.272727273,0.136363636,0.318181818,0.181818182,0.090909091,0.454545455,0.545454545,0.590909091,0.409090909,0.318181818,0.227272727,0.045454545,0.181818182,0.136363636,0.045454545,0.045454545
5/14/22,Mall 1,32.5,2.03125,0.6875,0.3125,0.4375,0.125,0.1875,0.125,0.125,0.25,0.75,0.5,0.5,0.1875,0.125,0.0625,0.4375,0.125,0,0.0625
5/21/22,Mall 1,46.75,1.947916667,0.5,0.5,0.208333333,0.166666667,0.458333333,0.041666667,0.125,0.375,0.625,0.791666667,0.208333333,0.083333333,0.458333333,0,0.083333333,0.166666667,0.083333333,0.125
5/28/22,Mall 1,6,2,0.666666667,0.333333333,0.333333333,0.333333333,0,0.333333333,0,0,1,0.666666667,0.333333333,0.666666667,0,0,0,0,0.333333333,0
6/4/22,Mall 1,57.75,1.99137931,0.357142857,0.642857143,0.178571429,0.178571429,0.428571429,0.214285714,0,0.392857143,0.607142857,0.714285714,0.285714286,0.25,0.285714286,0.071428571,0.107142857,0,0.178571429,0.107142857
6/11/22,Mall 1,25.75,1.839285714,0.285714286,0.714285714,0.071428571,0.071428571,0.571428571,0.142857143,0.142857143,0.785714286,0.214285714,0.5,0.5,0.071428571,0.5,0,0,0.214285714,0,0.214285714
6/18/22,Mall 1,35.75,1.881578947,0.421052632,0.578947368,0.315789474,0.105263158,0.315789474,0.263157895,0,0.526315789,0.473684211,0.842105263,0.157894737,0.315789474,0.105263158,0.157894737,0.052631579,0.157894737,0.105263158,0.105263158
6/25/22,Mall 1,57,2.192307692,0.653846154,0.346153846,0.461538462,0.192307692,0.230769231,0.115384615,0,0.423076923,0.576923077,0.730769231,0.269230769,0.230769231,0.076923077,0.153846154,0.076923077,0.192307692,0.038461538,0.230769231
7/2/22,Mall 1,14.5,2.416666667,0.666666667,0.333333333,0.166666667,0.5,0.166666667,0.166666667,0,0.5,0.5,0.666666667,0.333333333,0.166666667,0,0,0.166666667,0.333333333,0.333333333,0
7/9/22,Mall 1,36.75,1.934210526,0.578947368,0.421052632,0,0.157894737,0.157894737,0.263157895,0.421052632,0.526315789,0.473684211,0.578947368,0.421052632,0.105263158,0.263157895,0.210526316,0.105263158,0.105263158,0.157894737,0.052631579
